"","Resp_id1","ISCO_NU","Functions","strata","bra10grp","bra10grp_code","aldergrp","udgrp","loengrp","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","J3"
"224","LS251514","Health professionals","2",8,"Offentlig administration, undervisning og sundhed",9,3,3,2,618.561671761522,1,NA,22,NA,1,1,1,1,1,1,2,4,1,2,3,1,2,2,1,1,1,4,3,3,3,3,1,1,1,4,5,1,1,3,3,1,1,3,3,2,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,71,3,13
"225","LS251558","Teaching professionals","2",8,"Offentlig administration, undervisning og sundhed",9,3,3,4,673.284858956373,1,NA,48,NA,1,1,1,1,4,1,1,4,2,2,4,2,2,2,3,3,2,5,4,3,3,3,3,3,1,5,2,3,1,3,3,1,5,3,NA,NA,4,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,88,3,4
"226","LS252089","Legal, social, cultural and related associate","3",8,"Offentlig administration, undervisning og sundhed",9,3,3,4,566.912266595683,1,NA,29,NA,1,1,1,1,1,1,2,3,2,2,3,2,2,2,2,3,3,5,1,3,3,3,3,3,1,3,3,3,3,3,2,1,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,26,3,1
"227","LS252242","Health professionals","2",8,"Offentlig administration, undervisning og sundhed",9,1,3,3,1822.2474056761,1,NA,24,NA,1,1,1,1,1,1,1,4,1,1,1,2,1,3,1,1,5,5,4,3,3,3,3,3,1,5,3,2,2,3,2,2,5,3,NA,NA,5,3,NA,NA,2,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,4
"228","LS252593","Teaching professionals","2",9,"Offentlig administration, undervisning og sundhed",9,2,3,3,1008.1251822027,1,NA,80,NA,1,2,2,2,1,1,2,3,4,3,3,2,2,3,3,3,5,5,5,1,1,3,1,1,1,5,4,4,2,1,1,1,5,3,NA,NA,5,3,NA,NA,2,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,70,3,1
"229","LS253059","Health associate professionals","3",6,"Offentlig administration, undervisning og sundhed",9,2,2,2,1253.00410514606,1,NA,82,NA,1,2,2,1,1,1,1,4,2,3,2,2,3,3,3,3,4,5,2,3,3,3,3,3,2,4,5,3,3,1,1,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,21,3,1
"230","LS254971","Legal, social, cultural and related associate","3",5,"Kultur, fritid og anden service",10,3,1,2,2477.52927561522,1,NA,11,NA,1,1,1,1,1,1,2,3,3,2,3,3,2,2,3,3,3,4,4,3,3,3,3,1,2,5,2,4,2,3,1,2,5,3,NA,NA,5,1,NA,NA,9,9,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,1,3,2,2,5,3,NA,NA,NA,NA,NA,NA,11,2,3
"231","LS255605","Numerical and material recording clerks","4",8,"Information og kommunikation",5,2,2,2,1194.33967282979,1,NA,48,NA,1,2,2,2,3,3,4,2,4,3,2,4,5,4,2,2,2,5,1,2,2,2,2,2,2,3,3,2,4,2,NA,NA,1,2,2,1,5,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,62,3,13
"232","LS255655","General and keyboard clerks","4",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,3,4,1415.12794885876,1,NA,98,NA,1,2,2,1,1,1,2,5,2,2,4,2,3,3,1,2,3,5,3,1,2,3,2,2,2,5,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,2,3,2,3,2,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,83,3,7
"233","LS256497","Information and communications technology","2",6,"Information og kommunikation",5,1,3,3,1534.47941713352,1,NA,64,NA,1,2,2,1,2,2,2,3,2,1,4,2,3,1,1,3,3,4,3,1,1,2,1,3,1,5,2,1,3,1,3,3,4,1,NA,NA,5,3,NA,NA,2,1,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,9,9,NA,NA,NA,NA,NA,NA,57,2,13
"234","LS256682","Numerical and material recording clerks","4",7,"Erhvervsservice",8,3,2,4,2003.36521700609,1,NA,48,NA,1,1,1,1,1,1,1,1,2,3,1,4,4,3,5,4,2,5,4,3,3,3,3,3,1,5,2,2,1,3,1,1,5,3,NA,NA,1,3,1,1,2,3,1,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,62,2,13
"235","LS257201","Stationary plant and machine operators","8",4,"Industri, råstofindvinding og forsyningsvirksomhed",2,3,1,2,1049.13391254802,1,NA,68,NA,1,1,1,1,1,2,1,5,3,3,2,4,2,2,4,4,4,2,2,3,3,3,3,3,2,2,4,4,4,3,NA,NA,2,3,2,1,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,1,3,2,1,2,3,2,2,NA,NA,NA,NA,68,2,2
"236","LS257857","Business and administration professionals","2",6,"Erhvervsservice",8,2,2,1,1253.00410514606,1,NA,84,NA,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,3,1,1,1,3,3,3,3,3,1,4,5,1,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,96,3,13
"237","LS259808","None","None",6,"Offentlig administration, undervisning og sundhed",9,1,2,1,1461.42374464797,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,11,3,13
"238","LS260398","Business and administration associate professionals","3",6,"Erhvervsservice",8,2,2,2,1253.00410514606,1,NA,64,NA,1,1,1,1,1,1,1,3,2,4,5,2,3,1,2,3,3,5,5,3,3,3,3,3,2,4,4,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,82,3,13
"239","LS260554","None","None",10,"Offentlig administration, undervisning og sundhed",9,2,2,1,900.490143102891,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,45,3,13
"240","LS260670","Business and administration associate professionals","3",2,"Offentlig administration, undervisning og sundhed",9,2,2,1,1308.5568141714,1,NA,97,NA,1,1,1,1,1,2,1,4,3,3,2,4,2,3,1,4,1,1,4,3,3,3,3,3,3,5,5,3,2,3,1,2,5,3,NA,NA,5,3,NA,NA,1,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,3,3,2,1,3,3,2,NA,NA,NA,NA,8,3,3
"241","LS260781","Numerical and material recording clerks","4",6,"Finansiering og forsikring",6,1,2,2,1558.71222104485,1,NA,64,NA,1,1,1,1,1,1,1,2,3,3,3,3,2,1,2,4,2,4,5,2,2,3,2,1,2,5,5,4,3,2,3,1,5,2,NA,NA,4,2,NA,NA,3,1,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,12
"242","LS262799","Science and engineering associate professionals","3",6,"Erhvervsservice",8,1,2,3,1374.25237403477,1,NA,11,NA,1,1,1,1,1,1,2,3,2,4,4,2,2,2,2,2,1,5,3,3,3,3,3,3,2,3,2,2,3,3,1,1,4,3,NA,NA,4,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,11,3,2
"243","LS263375","Teaching professionals","2",8,"Offentlig administration, undervisning og sundhed",9,2,1,3,1672.63117558354,1,NA,17,NA,1,1,1,1,3,2,2,4,3,1,3,2,2,3,2,3,3,5,4,3,3,3,3,3,1,5,3,3,1,3,1,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,13
"244","LS265193","Administrative and commercial managers","1",4,"Handel og transport",4,2,2,4,1256.80836318172,1,NA,76,NA,1,1,1,1,3,2,2,3,2,2,2,3,4,3,2,2,1,4,1,1,1,2,2,2,3,3,1,2,5,3,NA,NA,2,2,3,1,2,1,3,1,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,13,3,3
"245","LS265278","Legal, social, cultural and related associate","3",3,"Offentlig administration, undervisning og sundhed",9,3,3,3,2154.61040547615,1,NA,98,NA,1,1,1,1,2,2,2,5,2,2,5,2,1,1,1,5,5,5,5,1,1,3,1,1,1,4,2,3,4,2,NA,NA,5,2,NA,NA,5,3,NA,NA,1,1,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,2,5,3,NA,NA,NA,NA,NA,NA,98,3,8
"246","LS265456","None","None",3,"Offentlig administration, undervisning og sundhed",9,2,2,3,3252.17979378921,1,NA,98,NA,1,2,2,2,2,2,2,4,2,3,3,3,3,2,2,3,3,5,4,1,1,3,1,1,1,5,4,3,2,1,1,1,5,2,NA,NA,3,1,3,2,2,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,1,3,3,NA,NA,NA,NA,59,2,8
"247","LS271673","Science and engineering associate professionals","3",3,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,2,1977.38348478805,1,NA,76,NA,2,NA,NA,NA,1,5,1,4,2,3,4,9,2,1,4,1,1,5,5,NA,NA,NA,NA,NA,1,5,2,3,1,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,1,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,1,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,76,3,3
"248","LS272237","Teaching professionals","2",8,"Offentlig administration, undervisning og sundhed",9,2,3,4,998.531980583745,1,NA,48,NA,1,1,1,1,4,1,2,3,1,1,4,3,1,2,2,3,4,5,4,3,3,3,3,3,1,5,2,2,1,3,1,1,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,3,3,3,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,36,3,1
"249","LS272284","None","None",7,"Information og kommunikation",5,3,3,1,926.698455793167,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,3,17,3,7
"250","LS272602","Teaching professionals","2",5,"Offentlig administration, undervisning og sundhed",9,1,2,1,3333.32365082548,1,NA,16,NA,2,NA,NA,NA,4,2,2,3,2,1,3,1,2,4,4,3,3,5,5,NA,NA,NA,NA,NA,1,5,4,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,16,3,3
"251","LS272859","Production and specialised services managers","1",4,"Offentlig administration, undervisning og sundhed",9,3,3,4,242.837816964546,1,NA,37,NA,1,1,1,1,2,2,2,5,2,2,3,1,2,1,2,3,2,4,3,1,1,3,3,1,1,4,2,3,1,3,1,1,4,3,NA,NA,3,3,1,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,2,1,3,2,4,1,NA,NA,1,1,3,2,NA,NA,NA,NA,33,3,7
"252","LS273929","Legal, social and cultural professionals","2",2,"Kultur, fritid og anden service",10,3,3,3,575.427868871147,1,NA,97,NA,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,4,2,3,5,3,3,3,3,3,1,5,2,3,4,3,NA,NA,5,3,NA,NA,4,3,NA,NA,2,3,3,1,1,3,2,1,1,3,2,1,3,3,2,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,97,3,1
"253","LS274900","None","None",8,"Erhvervsservice",8,2,3,4,1104.90457294443,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,48,1,12
"254","LS275902","Teaching professionals","2",7,"Offentlig administration, undervisning og sundhed",9,2,3,4,1393.6626021956,1,NA,48,NA,1,1,1,1,2,1,2,4,2,3,2,2,1,3,1,2,3,5,5,1,1,3,3,2,2,5,4,3,3,3,3,1,4,3,NA,NA,5,3,NA,NA,1,2,3,1,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,13
"255","LS276182","Teaching professionals","2",2,"Offentlig administration, undervisning og sundhed",9,2,2,2,1308.5568141714,1,NA,44,NA,1,1,1,1,4,1,2,5,2,1,4,1,2,2,1,4,4,5,4,3,3,3,3,3,3,5,4,2,2,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,44,3,13
"256","LS276584","Science and engineering associate professionals","3",7,"Bygge og anlæg",3,2,3,1,1415.69057368008,1,NA,43,NA,2,NA,NA,NA,1,2,2,3,2,3,3,3,3,5,2,2,1,4,3,NA,NA,NA,NA,NA,1,4,2,3,2,NA,3,2,2,NA,3,2,4,NA,NA,NA,2,NA,3,2,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,72,2,1
"257","LS276776","Stationary plant and machine operators","8",2,"Industri, råstofindvinding og forsyningsvirksomhed",2,1,2,2,1571.66891862629,1,NA,56,NA,1,2,2,2,1,2,2,3,3,3,2,3,3,4,2,4,2,1,3,1,1,2,2,3,1,3,1,3,4,1,NA,NA,5,3,NA,NA,5,3,NA,NA,2,1,2,1,4,3,NA,NA,4,3,NA,NA,1,1,2,1,1,1,2,1,1,1,2,1,NA,NA,NA,NA,56,3,13
"258","LS276971","Health professionals","2",6,"Offentlig administration, undervisning og sundhed",9,2,3,3,1228.77130123473,1,NA,96,NA,1,1,2,1,1,2,2,3,2,1,4,2,2,3,2,3,2,5,4,3,3,3,1,3,1,5,4,2,2,3,1,1,5,3,NA,NA,4,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,3,3,2,2,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,96,3,6
"259","LS277160","Science and engineering associate professionals","3",8,"Erhvervsservice",8,2,2,2,1300.71226519048,1,NA,15,NA,1,2,2,1,1,2,2,4,2,3,3,4,4,2,2,4,2,5,3,1,3,3,3,3,2,5,3,2,3,3,2,1,4,3,NA,NA,4,3,NA,NA,3,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,27,2,3
"260","LS277606","Personal care workers","5",7,"Offentlig administration, undervisning og sundhed",9,2,2,2,2359.08043563257,1,NA,24,NA,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,4,3,3,3,3,5,3,NA,NA,5,3,NA,NA,3,3,3,3,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,24,3,13
"261","LS277954","Business and administration associate professionals","3",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,4,1142.69026766395,1,NA,22,NA,1,2,2,1,2,2,1,2,2,1,2,3,3,3,2,2,4,3,4,1,1,1,2,2,3,1,3,2,1,1,3,1,5,3,NA,NA,4,2,NA,NA,3,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,17,3,3
"262","LS279373","Personal care workers","5",10,"Offentlig administration, undervisning og sundhed",9,1,2,1,1798.67453458009,1,NA,62,NA,1,2,2,2,2,4,2,2,2,1,2,2,2,3,2,1,4,3,4,1,1,1,1,2,2,5,4,2,5,2,NA,NA,4,2,NA,NA,5,3,NA,NA,5,2,NA,NA,5,2,NA,NA,4,2,NA,NA,2,2,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,62,3,1
"263","LS279638","Sales workers","5",6,"Handel og transport",4,3,3,1,736.115408684443,1,NA,64,NA,1,1,1,2,1,2,2,4,2,3,5,2,4,3,4,4,4,5,4,3,3,3,3,3,1,5,4,2,3,3,2,1,1,3,2,1,5,3,NA,NA,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,2
"264","LS280803","None","None",8,"Offentlig administration, undervisning og sundhed",9,1,3,2,1873.89681084194,1,NA,48,NA,1,1,1,1,4,3,2,3,3,2,5,1,1,1,1,2,5,5,3,3,3,3,3,3,1,5,2,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,15
"265","LS281107","Administrative and commercial managers","1",10,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,4,838.465481821518,1,NA,77,NA,1,1,1,1,2,2,3,4,2,2,4,2,2,2,2,2,2,5,4,1,3,2,1,3,1,5,1,1,3,3,1,1,1,3,1,1,2,3,3,2,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,9
"266","LS282796","Health professionals","2",5,"Offentlig administration, undervisning og sundhed",9,2,3,3,1366.99521920367,1,NA,82,NA,1,1,1,2,2,2,2,4,2,3,3,5,2,3,3,3,3,2,4,1,1,2,1,1,2,5,2,3,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,2,2,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,2,1,NA,NA,NA,NA,82,3,1
"267","LS283125","Production and specialised services managers","1",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,3,2,4,817.443146036581,1,NA,48,NA,1,1,1,1,1,1,1,4,2,2,3,2,2,2,2,4,4,4,4,3,3,3,3,3,1,5,3,2,2,3,2,1,5,3,NA,NA,4,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,51,2,15
"268","LS284631","General and keyboard clerks","4",8,"Information og kommunikation",5,2,2,2,1194.33967282979,1,NA,48,NA,1,1,1,1,3,2,2,2,2,4,3,4,3,3,4,2,3,4,3,3,3,3,3,3,3,1,2,3,3,3,3,2,4,3,NA,NA,3,3,3,1,1,3,3,2,5,3,NA,NA,5,3,NA,NA,2,3,2,2,2,3,3,2,5,3,NA,NA,NA,NA,NA,NA,10,3,13
"269","LS284799","None","None",8,"Information og kommunikation",5,1,1,1,2547.99600584173,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,48,3,4
"270","LS284873","General and keyboard clerks","4",2,"Offentlig administration, undervisning og sundhed",9,1,2,1,1528.02220646702,1,NA,44,NA,1,1,1,1,1,1,1,5,3,1,2,2,2,2,2,9,5,5,5,3,3,3,3,3,1,5,3,2,4,3,NA,NA,4,3,NA,NA,4,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,44,3,98
"271","LS285545","Customer services clerks","4",8,"Information og kommunikation",5,2,2,2,1194.33967282979,1,NA,48,NA,1,2,2,2,2,2,2,3,4,2,2,3,2,2,2,3,3,2,4,3,2,3,3,1,1,5,2,2,5,3,NA,NA,1,1,2,1,5,3,NA,NA,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,32,3,1
"272","LS286656","Business and administration associate professionals","3",4,"Offentlig administration, undervisning og sundhed",9,2,3,4,1053.32251830062,1,NA,98,NA,1,1,1,1,4,2,2,4,2,2,4,3,3,3,3,3,2,5,3,3,3,3,3,3,2,4,4,3,2,3,3,2,1,3,3,1,1,3,3,2,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,9
"273","LS286680","Legal, social and cultural professionals","2",2,"Offentlig administration, undervisning og sundhed",9,2,3,1,1143.48474119815,1,NA,97,NA,1,1,1,1,2,2,3,4,2,2,4,2,2,3,2,2,2,5,4,3,1,3,3,3,2,2,4,2,2,3,1,1,5,3,NA,NA,3,2,2,2,2,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,97,1,7
"274","LS287434","None","None",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,4,1249.06286002464,1,NA,54,NA,1,1,1,1,2,2,2,4,2,3,3,1,2,2,1,3,1,2,3,1,1,2,1,1,1,5,3,2,3,3,3,2,5,3,NA,NA,4,3,NA,NA,2,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,4,3,9
"275","LS288265","Information and communications technology","2",8,"Information og kommunikation",5,2,2,3,1249.06286002464,1,NA,48,NA,1,2,2,2,2,2,2,3,2,2,4,3,3,2,2,3,3,3,3,3,3,2,3,1,2,3,3,4,3,3,3,2,5,3,NA,NA,4,3,NA,NA,2,3,3,2,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,39,2,1
"276","LS288383","Business and administration associate professionals","3",5,"Handel og transport",4,2,2,4,2051.18905721784,1,NA,91,NA,1,1,1,1,1,1,1,4,3,3,2,2,3,2,2,4,2,4,4,3,3,3,3,3,1,5,1,2,3,3,3,1,1,3,3,1,4,3,NA,NA,2,3,3,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,91,3,3
"277","LS289224","Numerical and material recording clerks","4",3,"Handel og transport",4,3,2,2,1449.33981207959,1,NA,33,NA,1,1,1,1,1,5,2,4,3,2,2,2,4,3,4,4,5,5,4,3,3,3,3,3,2,5,2,3,2,3,2,1,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,33,3,3
"278","LS289911","Information and communications technology","2",10,"Finansiering og forsikring",6,3,2,4,1151.31745828438,1,NA,70,NA,1,1,1,1,3,2,2,4,2,3,5,4,3,2,5,4,5,5,5,3,3,3,3,3,2,5,3,3,2,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,10,3,1
"279","LS290374","None","None",10,"Offentlig administration, undervisning og sundhed",9,2,3,4,1094.59221120874,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,8,98
"280","LS290524","Business and administration associate professionals","3",8,"Handel og transport",4,2,2,4,1142.69026766395,1,NA,4,NA,1,1,1,1,1,1,1,3,2,1,3,1,1,3,1,3,4,5,5,3,3,3,3,3,2,5,2,1,1,3,3,1,1,3,3,1,5,3,NA,NA,1,3,3,1,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,78,3,3
"281","LS290725","Production and specialised services managers","1",6,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,3,1165.83273453286,1,NA,21,NA,1,1,1,1,2,2,2,2,3,3,2,4,2,1,2,4,1,1,4,3,3,3,3,3,2,5,3,3,1,3,3,2,1,2,1,1,5,3,NA,NA,5,3,NA,NA,1,3,2,1,1,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,21,3,1
"282","LS291549","Science and engineering professionals","2",8,"Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,4,1104.90457294443,1,NA,4,NA,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,2,4,1,1,1,3,2,1,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,2,3,2,2,1,3,2,2,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,32,3,10
"283","LS293433","Teaching professionals","2",7,"Offentlig administration, undervisning og sundhed",9,2,2,2,2514.38530637747,1,NA,54,NA,1,1,1,1,4,1,1,2,3,4,2,2,2,4,3,1,4,5,3,3,1,2,3,2,3,5,4,4,4,3,NA,NA,5,2,NA,NA,5,3,NA,NA,1,2,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,54,3,7
